date,value
2024-07-01,0.15939827152499314
2024-07-02,0.19747674780828622
2024-07-03,0.24120772539428187
2024-07-04,0.2136818468734155
2024-07-05,0.2392991239048811
2024-07-06,0.11777213320346569
2024-07-07,0.1000557562611226
2024-07-08,0.21568919119934007
2024-07-09,0.16753488128583022
2024-07-10,0.23942611828669078
2024-07-11,0.1810835807817748
2024-07-12,0.170437641506104
2024-07-13,0.11226896328277462
2024-07-14,0.08066876548233497
2024-07-15,0.14279981446447465
2024-07-16,0.17854404451552128
2024-07-17,0.20242036142616812
2024-07-18,0.1806540886028685
2024-07-19,0.13353671445399226
2024-07-20,0.07288452661499964
2024-07-21,0.08730772306790008
2024-07-22,0.11167818813307573
2024-07-23,0.1882150067294751
2024-07-24,0.17571644914049223
2024-07-25,0.17644860847783667
2024-07-26,0.18594542381067375
2024-07-27,0.11758461601273833
2024-07-28,0.09683395082519367
2024-07-29,0.13427944908468228
2024-07-30,0.1487121216088138
2024-07-31,0.2386478634974499
2024-08-01,0.2622156697556866
2024-08-02,0.4555770456247834
2024-08-03,0.1972850163098443
2024-08-04,0.12678173618531868
2024-08-05,0.2271350696547547
2024-08-06,0.2513083406297413
2024-08-07,0.20501285723490373
2024-08-08,0.25049312051502354
2024-08-09,0.24205241273531208
2024-08-10,0.15556438590113206
2024-08-11,0.10657392865155935
2024-08-12,0.16086736155490425
2024-08-13,0.25794614429874263
2024-08-14,0.2862676602623453
2024-08-15,0.2344443390065142
2024-08-16,0.23959921585711175
2024-08-17,0.1574291388337245
2024-08-18,0.18764465796832674
2024-08-19,0.16786271450858034
2024-08-20,0.22407139642443336
2024-08-21,0.21816912470547167
2024-08-22,0.21944683217879354
2024-08-23,0.2060718271279294
2024-08-24,0.13731614007523646
2024-08-25,0.19665455891539227
2024-08-26,0.17239005644577196
2024-08-27,0.1824138936069709
2024-08-28,0.17945492662473794
2024-08-29,0.1408405449404507
2024-08-30,0.20635345558381296
2024-08-31,0.1333225233990037
2024-09-01,0.11339524255414193
2024-09-02,0.27743290994174385
2024-09-03,0.34318850681536556
2024-09-04,0.3559200533378784
2024-09-05,0.40199780728468754
2024-09-06,0.28708586811927206
2024-09-07,0.13873717279156733
2024-09-08,0.166757184710355
2024-09-09,0.20047574672617588
2024-09-10,0.23090422092915858
2024-09-11,0.19260723198284957
2024-09-12,0.29971686825488963
2024-09-13,0.2565338240090347
2024-09-14,0.12221163638752916
2024-09-15,0.13754936896210554
2024-09-16,0.2190563956913873
2024-09-17,0.26622927542795594
2024-09-18,0.3728830412792826
2024-09-19,0.3492488503892008
2024-09-20,0.22632716104494402
2024-09-21,0.2259163098088141
2024-09-22,0.1253029867302083
2024-09-23,0.23927970672897483
2024-09-24,0.22607311961499651
2024-09-25,0.2619382388168515
2024-09-26,0.2642740814536864
2024-09-27,0.20740590853905302
2024-09-28,0.14385914193872565
2024-09-29,0.15535105388575116
2024-09-30,0.17680605069595715
2024-10-01,0.22562145859989033
2024-10-02,0.1703225518227305
2024-10-03,0.1682631635878514
2024-10-04,0.2832035742949304
2024-10-05,0.14338487183652712
2024-10-06,0.08112281799167269
2024-10-07,0.12631104093831058
2024-10-08,0.19395654232531076
2024-10-09,0.15348323781585035
2024-10-10,0.16413353904736894
2024-10-11,0.20442669211690614
2024-10-12,0.40481670228505673
2024-10-13,0.13773310065333083
2024-10-14,0.23602350821039042
2024-10-15,0.18283889575607745
2024-10-16,0.25380193256411304
2024-10-17,0.2665373152241314
2024-10-18,0.29040294313606213
2024-10-19,0.21414728682170542
2024-10-20,0.1304000336516216
2024-10-21,0.14523574874215467
2024-10-22,0.18673183267386775
2024-10-23,0.25206716166047927
2024-10-24,0.30143224212910663
2024-10-25,0.1855667755780462
2024-10-26,0.1314579737729245
2024-10-27,0.09286040493225757
2024-10-28,0.30735080679586785
2024-10-29,0.3022740655581415
2024-10-30,0.37124920726536836
2024-10-31,0.31115580135187976
2024-11-01,0.22867459004061982
2024-11-02,0.15605311621595425
2024-11-03,0.13106070895015617
2024-11-04,0.18550845185262202
2024-11-05,0.2480176413369526
2024-11-06,0.17902813299232737
2024-11-07,0.27044846827267066
2024-11-08,0.3063052649829509
2024-11-09,0.17818269773441908
2024-11-10,0.1414491008953427
2024-11-11,0.22011739594450375
2024-11-12,0.2096276974152241
2024-11-13,0.3055144186480404
2024-11-14,0.28312957878066286
2024-11-15,0.2699013845510661
2024-11-16,0.15436825404604093
2024-11-17,0.2242084837272901
2024-11-18,0.21577998454626104
2024-11-19,0.22785004020883062
2024-11-20,0.36148927882651366
2024-11-21,0.33284260385329323
2024-11-22,0.280860890641091
2024-11-23,0.20755500207555003
2024-11-24,0.18173681951433346
2024-11-25,0.1540222707878031
2024-11-26,0.1839988439863205
2024-11-27,0.27039565867351484
2024-11-28,0.20919910666327424
2024-11-29,0.20325434044534274
2024-11-30,0.20876013616146194
2024-12-01,0.28271374465110205
2024-12-02,0.32584993557339675
2024-12-03,0.32490036388840754
2024-12-04,0.3339711789541726
2024-12-05,0.29714318056400607
