date,value
2024-07-01,0.8150481930711564
2024-07-02,0.8672288727693471
2024-07-03,0.8551910263979084
2024-07-04,1.0104616148759815
2024-07-05,0.9176470588235294
2024-07-06,0.8632379060751323
2024-07-07,1.0608965301274755
2024-07-08,0.8999445563834535
2024-07-09,1.0686893013271903
2024-07-10,0.9632617524880402
2024-07-11,0.8518716837852309
2024-07-12,0.8531967142849939
2024-07-13,1.2711257789130257
2024-07-14,0.7695657450438681
2024-07-15,0.884941915914883
2024-07-16,0.8056389247924288
2024-07-17,0.9024800564389212
2024-07-18,0.9158997561993456
2024-07-19,0.97275525325835
2024-07-20,1.0835499623429945
2024-07-21,0.9483884727146704
2024-07-22,0.9727170186390895
2024-07-23,0.932663189771198
2024-07-24,0.8733801139844861
2024-07-25,0.8379579014378832
2024-07-26,1.0468485872977542
2024-07-27,0.9839545992732618
2024-07-28,0.9788649376894576
2024-07-29,1.0249587306280337
2024-07-30,0.9875741596979678
2024-07-31,1.1771280693186452
2024-08-01,0.9962089300758216
2024-08-02,0.922333896050175
2024-08-03,0.9750295571414328
2024-08-04,1.1555249669461902
2024-08-05,1.173531193216233
2024-08-06,1.0413255178221723
2024-08-07,1.0215497800504918
2024-08-08,1.0903106356716723
2024-08-09,0.999964051621871
2024-08-10,1.0230049290237488
2024-08-11,1.06237379403186
2024-08-12,1.0202957315057626
2024-08-13,1.073876207436188
2024-08-14,1.4363429806869423
2024-08-15,1.8504356757299871
2024-08-16,1.934685876092977
2024-08-17,1.8335439610037916
2024-08-18,1.6121377618446129
2024-08-19,1.3878315132605303
2024-08-20,1.354961649318689
2024-08-21,1.2289338459879982
2024-08-22,1.0891439550993578
2024-08-23,1.1666835751242772
2024-08-24,1.1732546479916717
2024-08-25,1.351132498901048
2024-08-26,1.129514015670735
2024-08-27,1.0266434838541092
2024-08-28,1.146051712089448
2024-08-29,1.048539114043355
2024-08-30,0.953687592022487
2024-08-31,1.153960489690025
2024-09-01,1.097872121092374
2024-09-02,0.9636137904689142
2024-09-03,1.0203686493184634
2024-09-04,1.0256513086328158
2024-09-05,1.17110931461035
2024-09-06,0.8943828968331169
2024-09-07,1.150561726081791
2024-09-08,0.8949812206931897
2024-09-09,0.8325567708077886
2024-09-10,0.7863338287278437
