date,value
2024-07-01,1.1481656745784663
2024-07-02,1.3105780784121757
2024-07-03,1.3600967079924655
2024-07-04,1.2298347458065584
2024-07-05,1.4448060075093867
2024-07-06,0.7072694053462183
2024-07-07,0.649980523497827
2024-07-08,1.0060987978201192
2024-07-09,1.1956493285516083
2024-07-10,1.2536295980697716
2024-07-11,1.3050674195589738
2024-07-12,1.366526652312254
2024-07-13,0.5673726802142905
2024-07-14,0.6646249616287951
2024-07-15,1.2195312622148564
2024-07-16,1.3303174359760772
2024-07-17,1.4576436750420578
2024-07-18,1.3019174592018274
2024-07-19,1.08729284167214
2024-07-20,0.5417749811714972
2024-07-21,0.6131534749806723
2024-07-22,1.2954669823436784
2024-07-23,1.1823898048452222
2024-07-24,1.1600753731084472
2024-07-25,1.4005175825848684
2024-07-26,1.278072929244144
2024-07-27,0.6630465847384968
2024-07-28,0.7325698888514651
2024-07-29,1.2540961391578584
2024-07-30,1.3583071952579684
2024-07-31,1.841717056273569
2024-08-01,1.820766638584668
2024-08-02,1.5327512381633817
2024-08-03,0.7976867085452188
2024-08-04,0.8195533660550958
2024-08-05,2.169139915202907
2024-08-06,2.007793232052508
2024-08-07,1.5534117068198992
2024-08-08,1.431562133184893
2024-08-09,1.253999257066852
2024-08-10,0.8048766053145529
2024-08-11,0.8739062149427866
2024-08-12,1.312648288121525
2024-08-13,1.3922616156710377
2024-08-14,1.6024983359441078
2024-08-15,1.5635204608505864
2024-08-16,1.4134797896505586
2024-08-17,0.706264668712764
2024-08-18,0.7659114638473726
2024-08-19,1.3366614664586582
2024-08-20,1.3434708084764102
2024-08-21,1.4142492672084106
2024-08-22,1.344996713353896
2024-08-23,1.4818149538399108
2024-08-24,0.9733478952309784
2024-08-25,0.8583393100895357
2024-08-26,1.3599660008499788
2024-08-27,1.219107729725927
2024-08-28,1.044304682040531
2024-08-29,1.2263302202039243
2024-08-30,1.3128541471467452
2024-08-31,0.7557945752146222
2024-09-01,0.6863848393996924
2024-09-02,1.0949288511125967
2024-09-03,1.3219292131350682
2024-09-04,1.3890907997172692
2024-09-05,1.3361166790329904
2024-09-06,1.4054588378806123
2024-09-07,0.8555458988813319
2024-09-08,0.8192520404806891
2024-09-09,1.1121192800039237
2024-09-10,1.1221945137157108
2024-09-11,1.380072688294505
2024-09-12,1.6176418324191773
2024-09-13,1.3001932522355435
2024-09-14,0.6701928447058051
2024-09-15,0.8494276820115992
2024-09-16,1.2848790657622406
2024-09-17,1.290752969833469
2024-09-18,2.1333429755614715
2024-09-19,2.2944591140720827
2024-09-20,1.737853329285931
2024-09-21,0.931989075091884
2024-09-22,0.8360379606425373
2024-09-23,1.4423248988940982
2024-09-24,1.643638903981992
2024-09-25,1.5138259646930168
2024-09-26,1.4878093885902797
2024-09-27,1.4505766895993526
2024-09-28,0.7784913374770273
2024-09-29,0.8939268270205512
2024-09-30,1.5363636888906864
2024-10-01,1.26690732955584
2024-10-02,0.9834033238027162
2024-10-03,1.0744804874824223
2024-10-04,1.1650197577944883
2024-10-05,0.7303446181230002
2024-10-06,0.7349922786715406
2024-10-07,1.210104883275065
2024-10-08,1.295515610649355
2024-10-09,1.2883519075773844
2024-10-10,1.2829771635536005
2024-10-11,1.3261224321474228
2024-10-12,0.9521069647651926
2024-10-13,0.8343308767324805
2024-10-14,1.154565138453676
2024-10-15,1.3066543057272353
2024-10-16,1.13956048436417
2024-10-17,1.4312003680515273
2024-10-18,1.425943628515976
2024-10-19,0.7906976744186046
2024-10-20,0.7218272830522021
2024-10-21,1.1883972774060434
2024-10-22,1.298116470227981
2024-10-23,1.2619178197772527
2024-10-24,1.2162644643578322
2024-10-25,1.1230774485137582
2024-10-26,0.6532574156814039
2024-10-27,0.761150860100472
2024-10-28,1.0960044395116535
2024-10-29,0.9769228612287244
2024-10-30,1.21279491509723
2024-10-31,1.2887548181665829
2024-11-01,1.369640439295923
2024-11-02,0.8355141998643016
2024-11-03,0.7028385169088687
2024-11-04,1.1661313005838865
2024-11-05,1.2742097302362534
